category,ym,n,platform_n,share,month,seasonal_index,adj,roll_mean,roll_std,denom,z,shift,bad_rate
pcs,2017-12,19,5624,0.0033783783783783786,12,1.0,0.0033783783783783786,0.005703428726179909,0.0035434809467287214,0.0035434809467287214,-0.6561486805645097,,0.2631578947368421
pcs,2018-01,12,7220,0.0016620498614958448,1,1.0,0.0016620498614958448,0.004859227606821557,0.0036109897955361745,0.0036109897955361745,-0.8854020438601052,,0.16666666666666666
pcs,2018-04,13,6934,0.0018748197288722239,4,1.0,0.0018748197288722239,0.002917917069603013,0.00211326987099578,0.00211326987099578,-0.49359400569094286,,0.07692307692307693
pcs,2018-05,7,6853,0.0010214504596527069,5,1.0,0.0010214504596527069,0.001963679795166078,0.0010245734123054732,0.0010245734123054732,-0.9196308670485472,,0.2857142857142857
pcs,2018-06,8,6160,0.0012987012987012987,6,1.0,0.0012987012987012987,0.0019841746070997884,0.0009977248754120052,0.0009977248754120052,-0.6870364018090931,,0.125
pcs,2018-07,8,6273,0.001275306870715766,7,1.0,0.001275306870715766,0.0014642553371805186,0.00037910864440750264,0.00037910864440750264,-0.49840189415900676,,0.25
pcs,2018-08,9,6452,0.0013949163050216986,8,1.0,0.0013949163050216986,0.001367569589485499,0.0003607198389768057,0.0003607198389768057,0.07581150960193807,,0.1111111111111111
perfumaria,2016-10,30,308,0.09740259740259741,10,1.8907348723238901,0.05151573540444647,,0.0,,,,0.2
perfumaria,2017-01,29,789,0.036755386565272496,1,0.9181912530820691,0.04003020769572421,,0.0,,,,0.034482758620689655
perfumaria,2017-02,49,1733,0.02827466820542412,2,0.8013415562023906,0.035284165642699976,0.04577297155008534,0.008121494528343497,0.008121494528343497,-1.291487160494919,,0.061224489795918366
perfumaria,2017-03,103,2641,0.03900037864445286,3,0.8970874440311438,0.043474444887112815,0.04227670291429022,0.008345718651373932,0.008345718651373932,0.14351573817138139,,0.11650485436893204
perfumaria,2017-04,101,2391,0.04224173985780008,4,0.9050534953065248,0.04667319675230202,0.04257613840749587,0.0068405160378165715,0.0068405160378165715,0.5989399516288383,,0.1782178217821782
perfumaria,2017-05,134,3660,0.0366120218579235,5,0.8711653790080682,0.04202648858659983,0.041365503744459756,0.004878009377275273,0.004878009377275273,0.1355029871855812,,0.11194029850746269
perfumaria,2017-06,146,3217,0.045383898041653714,6,1.0089901083820898,0.044979527216997744,0.04186457396717866,0.004797309229464223,0.004797309229464223,0.6493125835390379,,0.1506849315068493
perfumaria,2017-07,119,3969,0.029982363315696647,7,0.8015676360485873,0.037404658031726296,0.0442884143607531,0.001995301025485092,0.001995301025485092,-3.4499838576253143,COLLAPSE,0.15966386554621848
perfumaria,2017-08,117,4293,0.027253668763102725,8,0.8240155288957738,0.03307421742357713,0.04277096764690647,0.004060240359176131,0.004060240359176131,-2.388220737083882,COLLAPSE,0.08547008547008547
perfumaria,2017-09,142,4243,0.033466886636813575,9,0.9295162672028469,0.03600462715679418,0.03937122281472525,0.005228867580707376,0.005228867580707376,-0.6438479471831696,,0.176056338028169
perfumaria,2017-10,177,4568,0.038747810858143605,10,1.8907348723238901,0.020493518909141882,0.03786575745727384,0.005074150003185562,0.005074150003185562,-3.4236746129352946,COLLAPSE,0.0903954802259887
